Crop,Temperature,Moisture Content,Pesticide,Light,Oxygen,Spoilage Risk
1,27.49,14.6,1,1,2.87,37
2,0.42,2.4,1,0,2.72,21
1,25.3,7.98,1,0,6.05,35
2,16.69,16.25,1,2,5.47,37
1,32.36,4.5,1,0,4.36,31
1,24.82,8.06,1,1,5.14,33
2,35.86,17.98,1,2,6.5,45
0,4.9,12.78,1,0,1.79,23
2,3.29,7.15,1,1,1.86,24
2,6.13,2.46,0,0,1.08,30
1,3.98,7.72,0,0,0.99,28
1,1.1,16.25,0,2,1.61,46
1,35.7,10.31,0,1,0.89,44
2,10.59,4.01,1,2,6.2,32
2,32.85,8.51,1,0,3.92,23
0,34.57,10.03,1,1,3.02,35
1,8.8,6.01,0,0,2.45,32
0,19.16,9.12,0,1,4.77,37
1,8.34,19.85,1,2,2.43,42
2,24.79,17.23,0,2,7.48,46
1,10.33,4.96,1,1,2.96,26
2,18.64,5.71,1,0,3.94,19
1,26.64,5.12,1,1,0.58,30
0,20.2,5.12,0,2,5.93,46
2,22.4,6.48,0,0,5.5,32
1,6.89,13.49,0,0,5.61,39
1,1.09,18.26,0,0,5.27,48
1,22.34,13.72,0,0,2.86,38
1,19.38,3.44,0,1,1.59,38
0,37.55,13.49,1,2,5.78,44
2,8.65,9.59,1,0,3.48,21
0,17.93,2.11,1,0,0.81,23
1,10.78,18.6,0,2,3.45,51
2,8.8,13.4,0,0,4.39,33
0,26.93,9.1,1,0,1.02,32
0,25.64,2.34,0,0,5.85,45
0,26.39,14.02,0,1,6.51,51
0,8.07,2.39,0,2,3.53,38
2,10.52,3.74,1,2,7.53,32
1,18.32,12.39,0,1,6.3,43
1,30.23,10.91,1,0,2.88,31
2,36.09,11.91,0,0,1.44,36
1,22.23,2.9,0,1,3.59,38
1,8.89,2.93,1,1,7.69,30
2,9.98,14.62,1,2,1.7,31
0,10.86,10.67,0,0,3.99,31
0,30.78,2.56,0,2,5.5,52
2,30.94,16.65,1,2,1.01,37
2,37.84,14.36,0,2,5.5,50
2,6.53,8.09,0,1,7.5,37
0,14.28,3.32,0,1,1.56,34
0,35.76,5.84,0,0,4.32,40
2,30.22,7.97,0,0,5.93,36
0,25.67,13.55,0,0,6.17,45
0,5.0,16.3,0,0,2.66,39
2,15.61,16.08,1,1,6.29,33
0,32.17,16.49,0,0,1.79,48
0,27.97,17.43,1,0,7.48,45
0,1.7,14.04,1,2,2.1,33
1,4.24,4.24,1,2,3.01,30
0,24.28,19.7,0,0,2.75,42
2,29.71,10.03,1,2,6.86,34
2,34.95,5.08,0,2,4.64,39
1,7.11,14.47,0,0,1.78,35
1,7.93,13.9,0,1,1.64,38
0,15.51,3.98,0,0,7.74,39
1,13.59,15.33,0,2,5.87,47
1,13.21,12.25,0,1,0.85,32
0,26.37,13.76,1,2,2.38,39
1,33.39,2.41,1,1,2.41,34
1,20.24,19.27,1,0,2.23,38
1,37.84,12.21,1,2,2.69,44
2,28.7,7.88,1,0,2.69,23
1,28.44,19.53,1,1,7.92,50
1,0.73,11.93,1,1,3.66,26
1,4.72,8.33,0,1,0.93,31
1,30.77,13.07,0,1,4.23,46
2,30.07,9.18,1,2,2.67,30
0,39.52,17.18,1,0,0.64,37
0,34.78,12.88,0,1,7.91,48
2,33.53,6.84,0,0,6.68,36
2,39.21,14.36,0,2,1.67,46
2,38.96,8.73,1,1,5.17,34
0,37.87,3.71,1,0,4.65,32
2,4.1,12.36,1,2,2.47,29
1,9.2,15.27,0,0,5.4,40
1,1.6,16.25,0,2,0.96,42
1,28.28,7.21,1,2,3.54,38
2,0.97,7.52,0,0,0.87,26
2,34.33,4.22,0,1,7.43,39
1,28.6,3.48,1,2,7.47,42
2,3.37,17.61,0,2,6.5,48
0,18.87,2.74,0,0,1.84,34
1,5.56,4.23,1,2,7.32,34
1,11.83,18.7,1,1,7.87,42
0,18.84,3.68,1,2,6.4,38
1,11.39,9.87,1,2,2.51,30
1,8.52,12.7,0,1,2.25,36
1,23.4,2.98,0,1,5.3,42
1,31.82,9.92,1,0,4.29,31
1,5.25,11.35,0,1,4.19,35
2,38.12,19.47,1,1,6.04,46
2,8.01,8.53,0,0,2.23,30
1,10.2,2.27,1,2,3.37,30
1,16.74,6.68,1,2,8.0,37
0,38.25,4.72,1,1,1.68,35
1,0.92,10.97,0,2,4.14,39
2,26.32,6.05,1,1,4.52,26
0,3.36,8.52,0,2,6.54,43
1,17.13,16.66,1,2,5.82,44
0,15.53,11.23,0,0,3.31,34
1,30.26,17.66,1,1,1.79,41
0,28.08,7.52,0,0,1.91,40
1,21.46,17.7,1,2,6.18,44
1,3.41,7.64,0,0,5.82,36
0,32.18,5.56,1,0,7.88,37
1,30.62,11.77,0,1,2.62,43
2,36.5,16.88,1,0,2.92,34
1,35.81,13.99,0,0,1.75,48
1,29.0,3.37,0,0,2.1,40
2,11.12,8.84,0,0,3.13,30
1,39.9,11.2,1,1,5.77,43
2,4.69,14.29,0,0,5.42,37
0,5.81,15.65,1,0,2.05,26
2,35.37,7.39,0,2,6.75,47
0,18.08,12.28,0,0,3.54,34
2,4.88,10.53,1,0,6.22,25
0,18.92,18.06,1,2,0.63,38
1,25.39,18.14,1,1,2.44,46
0,14.88,12.86,1,2,2.6,30
0,34.38,2.3,0,0,7.95,45
2,17.14,16.74,0,0,2.4,35
1,37.52,18.13,0,2,2.35,64
0,36.46,6.64,1,1,3.74,35
1,20.56,17.79,1,0,5.61,37
1,0.73,19.77,0,2,1.52,51
1,36.38,11.04,1,0,6.13,40
1,0.77,10.79,1,2,3.2,30
1,21.3,9.86,0,2,4.74,42
0,19.02,15.9,1,0,1.51,29
2,24.53,10.91,1,1,3.0,22
0,31.16,10.41,1,2,5.44,44
2,17.66,4.23,1,1,5.85,26
2,15.99,11.05,1,2,1.22,26
0,30.44,13.33,1,0,7.21,37
2,14.07,17.89,1,2,3.3,35
2,24.72,7.83,0,0,7.68,32
1,12.19,11.87,0,1,1.72,35
1,28.04,4.61,0,0,6.31,44
2,18.8,4.44,1,0,6.89,23
1,13.96,9.64,1,1,0.67,22
0,14.18,19.28,0,0,7.67,44
1,35.0,5.43,0,1,7.78,52
2,22.2,8.08,0,2,7.63,39
0,31.89,18.11,1,2,2.42,47
2,5.15,4.27,1,2,7.37,32
2,19.11,3.86,1,2,3.53,26
1,12.42,11.63,1,1,4.4,26
1,18.68,5.3,0,2,4.25,42
1,1.62,8.76,1,1,2.83,26
0,6.32,16.91,0,2,5.79,51
1,33.45,12.58,0,2,6.92,52
2,20.42,11.33,1,0,5.06,23
2,9.22,7.76,1,1,3.89,24
1,15.44,3.7,1,0,5.75,30
0,17.47,3.09,1,0,1.99,26
0,16.39,15.87,0,1,6.42,45
0,4.29,14.71,0,0,1.34,34
2,23.6,16.51,0,2,3.19,42
2,12.45,3.62,0,1,5.94,37
0,15.87,5.83,1,0,4.68,26
2,31.29,4.04,0,1,2.57,35
0,39.58,13.0,0,2,5.57,52
1,4.36,16.18,0,1,1.1,42
1,21.04,11.45,0,2,7.56,46
0,37.06,3.27,0,1,7.68,48
0,14.73,6.59,0,0,4.16,31
0,5.05,3.33,1,2,5.56,35
0,30.01,16.84,0,2,3.89,55
2,18.82,14.91,0,1,2.0,34
0,19.4,18.58,1,1,0.54,34
1,18.12,8.42,0,2,2.41,42
1,4.07,6.72,1,2,7.93,34
1,9.34,10.95,1,0,4.8,23
1,0.08,15.81,0,0,7.73,40
1,33.73,17.04,1,0,5.86,42
2,10.58,12.56,1,2,2.17,29
0,37.03,14.87,1,1,6.59,43
1,26.83,4.98,1,1,6.1,38
1,17.75,4.79,1,1,5.15,33
0,21.26,18.45,1,1,4.87,37
0,2.21,9.96,0,1,4.76,34
0,7.86,18.72,1,2,5.79,43
2,36.08,4.54,1,2,6.44,38
1,19.08,13.31,1,1,7.21,36
0,11.47,19.16,1,1,7.41,39
0,11.65,10.12,1,1,4.9,26
0,14.42,5.82,1,2,3.96,30
0,38.91,4.22,0,1,5.39,48
2,15.69,9.73,1,2,0.65,22
0,32.53,7.62,0,2,3.25,47
2,2.98,4.0,1,2,1.88,28
2,30.68,3.67,1,0,3.93,23
1,25.8,10.6,1,1,1.31,34
1,23.43,14.88,1,1,5.46,36
2,12.25,13.91,1,2,0.86,27
1,29.75,15.8,1,2,6.71,46
0,5.91,4.37,1,1,2.77,26
1,23.89,8.61,1,1,6.64,33
0,25.9,10.09,0,0,3.38,40
0,11.44,5.91,1,1,7.92,31
1,10.97,5.21,1,2,2.59,30
2,12.97,12.78,0,2,4.08,38
1,12.61,8.39,1,1,3.37,26
0,34.97,19.27,0,0,5.74,53
2,19.01,19.69,1,2,3.01,38
2,1.61,19.33,1,1,7.86,40
2,4.4,19.25,1,0,7.48,37
2,25.26,14.34,0,0,2.3,35
2,20.99,14.12,1,2,3.32,29
1,2.69,18.73,0,2,6.45,55
1,4.45,17.23,0,1,6.85,46
0,10.55,14.04,0,0,6.49,39
1,16.58,7.44,0,1,5.21,42
2,13.55,6.0,1,0,3.36,21
1,14.45,10.72,1,0,7.69,27
0,27.88,4.33,0,2,5.99,52
1,24.48,6.8,0,0,6.61,39
1,16.43,13.72,1,1,4.39,32
2,27.65,14.38,1,1,4.56,29
0,5.53,18.64,1,1,6.81,39
2,1.8,14.55,0,0,2.31,33
1,7.77,5.27,1,1,5.85,30
1,35.29,16.74,1,0,7.99,47
1,16.24,5.25,1,1,2.66,29
0,17.03,13.46,1,2,1.5,33
0,32.53,19.51,1,0,3.33,40
2,38.78,17.76,1,2,0.83,37
2,31.25,15.39,1,1,4.58,30
0,2.22,10.7,0,1,6.36,39
0,17.05,18.37,1,1,7.48,42
2,14.74,13.07,1,0,3.88,24
2,17.89,13.9,1,2,6.29,33
2,33.31,11.48,0,1,4.69,35
0,21.87,3.77,1,1,4.91,29
2,10.92,5.31,0,2,0.54,33
1,36.64,19.14,1,2,5.4,59
0,0.66,11.63,1,0,0.79,20
2,19.44,10.08,0,2,1.95,35
0,10.73,12.9,0,0,7.62,36
1,9.71,9.24,1,0,5.11,27
1,2.9,3.23,0,0,4.55,32
2,18.03,5.55,1,1,3.66,22
2,4.87,7.02,0,1,5.32,37
0,30.86,17.88,0,0,7.37,53
1,26.35,5.76,0,2,1.47,47
1,36.16,12.73,1,0,3.98,37
2,4.26,17.75,1,1,7.14,35
2,6.08,7.69,1,1,3.97,24
1,7.63,11.29,0,2,3.66,39
0,4.51,8.0,1,0,4.36,23
2,28.22,10.15,0,1,5.03,39
1,2.92,13.7,0,0,5.93,39
0,6.34,10.43,1,0,2.05,23
2,18.76,17.39,0,1,3.5,38
2,8.71,3.82,0,2,6.18,41
1,0.84,14.39,1,1,1.99,29
1,26.17,18.81,1,1,7.68,50
0,26.63,4.77,1,0,4.37,32
1,4.18,19.4,1,1,7.74,42
2,22.59,11.14,1,2,1.63,26
0,24.77,9.25,0,0,3.29,34
2,9.15,11.04,1,0,3.31,21
2,16.65,11.83,0,1,5.24,35
2,8.33,12.17,0,2,4.26,38
2,31.19,18.54,1,1,1.85,38
1,37.14,17.28,1,2,1.52,50
2,12.83,14.64,1,0,1.72,24
2,31.61,9.05,0,0,3.39,32
2,17.74,12.49,0,2,1.79,36
1,35.05,7.45,0,0,7.08,49
1,2.92,9.36,0,2,1.66,39
2,24.52,6.77,0,1,3.0,31
1,3.7,7.76,0,1,4.7,35
0,19.0,2.14,1,1,6.03,34
0,33.11,19.46,0,2,5.0,60
2,34.53,6.24,0,1,2.69,35
0,20.85,17.25,1,0,6.79,39
1,21.15,14.8,1,2,3.39,36
0,38.63,18.51,0,1,3.03,51
1,23.44,4.36,1,0,6.46,30
0,39.5,17.99,1,2,4.5,47
0,36.71,14.82,0,1,2.13,46
1,7.63,3.9,0,1,3.81,35
1,36.19,17.78,0,0,4.58,52
2,19.9,19.92,0,1,2.6,43
2,18.99,6.83,0,0,2.81,28
0,15.7,2.42,1,2,3.59,33
0,2.29,8.85,0,0,1.74,31
2,39.25,4.96,1,0,1.51,27
1,2.43,17.35,1,1,6.47,37
2,1.88,9.32,1,1,3.73,24
1,30.34,15.68,0,0,5.04,48
0,29.51,15.82,1,0,1.14,35
2,36.8,13.44,0,1,5.74,46
1,23.41,6.05,1,0,7.13,30
1,4.29,9.16,0,0,5.19,36
0,9.43,9.54,1,1,5.08,31
2,12.02,10.1,1,2,6.89,32
0,36.38,16.0,0,0,5.46,53
0,3.5,3.82,1,0,0.6,20
1,14.3,11.94,1,1,3.77,26
0,27.3,9.19,1,0,4.54,32
1,38.68,2.34,1,0,1.75,36
1,16.75,6.66,1,2,0.91,29
0,11.2,9.7,1,1,5.79,31
2,19.04,8.29,0,1,0.69,27
2,34.5,10.8,0,0,3.55,32
2,36.81,19.1,0,1,6.57,55
1,28.81,3.7,0,2,6.7,51
2,24.83,15.77,1,0,1.31,23
0,20.58,14.65,1,0,6.44,34
2,17.36,7.86,0,0,3.39,28
1,32.29,15.21,1,0,1.99,35
1,30.53,11.38,0,1,2.37,43
1,2.97,17.93,0,2,3.42,46
0,34.2,4.96,0,2,6.36,52
2,20.05,17.75,0,1,0.51,34
1,8.01,11.56,0,1,7.83,39
1,36.11,11.74,0,2,6.59,56
2,17.04,12.09,0,1,3.57,32
2,1.23,7.23,1,0,3.92,21
1,25.28,15.45,1,1,7.59,42
0,0.04,8.13,0,2,3.2,38
1,16.44,12.33,1,1,1.24,30
2,36.06,10.06,1,1,4.19,30
1,6.57,4.25,0,2,4.38,39
1,30.48,15.01,0,2,2.73,51
1,16.72,7.77,1,0,4.82,26
2,14.76,3.7,0,2,2.69,37
2,5.95,15.87,0,0,7.33,38
1,4.68,11.81,0,1,6.39,39
1,27.42,6.16,0,2,1.54,47
1,15.3,10.51,0,2,1.73,42
2,6.18,16.84,0,1,2.42,40
0,23.55,15.88,0,1,0.67,37
2,20.14,7.01,0,2,4.77,35
2,19.89,7.93,1,0,1.02,19
2,6.92,17.88,0,0,7.07,41
2,1.01,4.59,0,2,3.0,37
1,36.58,2.42,0,1,0.97,44
0,25.94,18.27,1,2,3.47,47
2,6.6,16.2,1,1,6.04,35
1,34.94,3.99,0,1,1.84,43
1,32.9,15.76,0,0,1.37,44
1,22.07,12.79,1,2,1.43,34
2,20.42,14.45,0,1,6.01,38
1,31.51,19.49,0,2,2.05,59
0,27.64,10.2,1,1,5.9,40
0,39.87,12.11,0,1,3.73,43
2,29.9,18.3,0,2,5.04,55
2,18.1,14.4,0,0,2.28,31
1,14.19,8.55,0,2,5.77,43
1,2.18,16.13,1,2,3.28,37
1,6.86,10.17,0,1,1.3,35
2,29.85,17.05,0,2,7.2,50
2,13.98,13.33,1,2,5.47,35
2,10.41,2.57,0,2,0.92,33
2,5.49,5.81,0,2,4.85,37
0,13.35,9.21,1,1,6.57,31
1,2.53,17.78,1,1,6.3,37
0,34.34,8.83,0,0,7.07,45
2,18.06,5.82,0,0,3.19,28
0,13.7,9.97,1,0,3.05,23
2,35.08,11.31,1,2,2.4,34
0,14.0,4.71,1,2,3.42,30
1,1.0,3.38,0,1,3.46,35
0,0.98,4.99,1,2,6.56,35
0,14.72,9.18,1,1,1.77,26
0,4.69,8.57,1,0,3.06,23
2,23.08,4.56,0,0,4.65,28
1,33.83,6.04,0,1,6.99,47
1,25.33,17.92,0,2,5.8,58
2,17.93,16.58,0,2,6.55,46
1,39.74,17.99,1,0,3.06,43
1,30.39,11.26,1,0,7.37,35
1,7.26,6.31,0,0,3.02,32
2,6.01,4.74,0,2,0.55,33
1,30.95,15.9,0,0,1.0,44
0,34.05,9.88,1,2,1.03,39
1,0.68,3.41,1,2,0.85,26
1,7.0,5.06,1,2,6.1,34
0,20.18,8.8,1,0,7.3,31
2,39.67,5.43,0,2,4.13,43
1,33.12,11.74,1,2,5.24,42
1,30.15,5.64,0,0,4.1,40
1,13.53,10.54,0,2,7.68,43
2,8.58,12.36,1,0,5.08,26
0,8.67,17.45,1,0,3.62,31
0,3.6,5.23,1,1,2.58,26
0,31.46,10.72,1,2,0.69,36
1,7.14,18.45,0,0,5.78,48
2,14.78,6.23,1,2,7.37,32
1,35.31,14.48,1,2,6.7,50
2,15.19,14.76,0,0,6.77,35
2,13.33,7.77,0,0,2.17,30
1,39.15,14.46,1,0,3.92,39
0,25.89,2.79,0,1,5.57,48
0,15.26,13.17,1,2,2.77,33
2,8.41,3.23,1,1,5.33,28
2,36.9,17.71,1,1,3.06,37
1,16.93,10.79,1,0,1.71,26
1,34.51,19.78,0,2,4.47,59
0,39.57,13.15,0,0,3.54,40
1,36.72,16.08,1,2,1.31,50
1,16.25,18.53,0,0,3.12,47
0,32.8,5.45,0,0,4.3,40
0,16.35,4.41,1,2,5.5,38
0,10.55,10.26,1,0,1.59,23
2,21.11,9.98,0,0,4.08,28
1,28.6,8.99,1,2,1.03,38
1,1.69,15.76,1,0,3.33,27
1,29.12,18.14,1,1,7.28,50
1,33.74,11.61,0,0,6.22,44
1,33.76,4.75,0,2,6.61,51
1,20.34,7.92,0,1,5.31,42
0,24.11,2.5,0,1,1.71,37
2,5.99,8.38,0,2,5.65,41
2,0.86,10.13,1,0,6.27,25
0,28.1,10.35,1,2,4.78,39
0,15.39,8.5,0,2,7.95,46
1,20.03,9.53,1,2,4.27,33
0,21.87,15.8,0,0,6.77,42
1,24.48,18.6,1,0,5.42,42
1,29.11,18.35,0,0,3.58,52
0,38.9,13.4,0,1,7.11,48
1,8.46,12.01,0,2,4.51,40
1,7.87,14.78,1,1,4.54,29
1,16.11,3.09,0,0,2.47,35
1,0.94,11.42,1,1,4.19,26
0,30.29,2.34,1,2,6.79,44
1,29.66,3.59,1,1,4.61,34
2,23.42,15.72,1,1,2.9,26
1,35.62,9.32,1,2,5.65,47
0,13.77,17.93,1,0,8.0,36
0,17.75,5.73,0,0,1.75,34
0,16.49,14.4,1,0,6.64,34
2,18.38,14.39,0,1,6.38,38
0,2.81,2.41,0,0,0.7,28
2,34.14,3.51,1,0,0.62,19
1,12.68,8.14,1,0,7.91,27
0,29.93,11.35,0,1,6.91,48
1,29.17,19.92,0,2,7.45,63
1,9.37,7.75,0,2,4.33,39
1,17.03,2.26,0,1,3.84,38
1,29.67,7.36,0,0,5.33,44
2,6.54,16.74,0,0,6.5,41
1,32.11,13.28,1,1,4.16,37
0,20.2,13.77,1,2,2.25,33
1,37.04,13.42,1,0,4.48,39
0,15.59,13.02,1,1,7.83,34
1,16.29,11.79,1,1,3.98,29
0,10.08,5.71,1,0,1.87,23
1,2.09,5.69,0,0,7.81,36
1,34.35,12.42,0,2,4.68,48
0,26.84,7.83,1,0,7.41,37
0,24.57,16.7,1,0,4.11,34
2,22.44,10.62,1,2,5.78,30
0,2.36,11.72,0,2,2.67,38
1,14.46,9.6,1,2,5.67,34
1,23.1,5.24,0,2,4.61,42
1,3.65,12.06,0,2,6.19,44
1,31.99,12.41,0,0,4.93,41
1,2.51,9.0,1,1,2.18,26
1,29.02,7.05,1,1,1.79,34
2,5.98,2.88,0,0,3.26,30
1,0.82,5.37,1,0,2.44,23
1,22.64,5.48,1,1,6.89,33
1,33.58,17.25,1,2,6.87,49
0,33.42,13.03,0,0,5.09,45
0,19.01,4.96,0,2,2.32,41
2,18.13,19.19,0,0,1.35,40
1,37.31,14.86,0,0,5.76,52
0,24.31,2.79,0,1,2.47,37
0,3.55,4.85,0,1,7.8,39
1,26.92,12.61,0,2,1.19,48
1,0.46,5.96,1,0,0.75,19
1,33.15,4.06,1,2,5.33,42
0,20.14,17.69,1,1,3.82,37
0,3.7,13.28,0,0,3.65,31
0,12.86,19.98,0,1,1.62,42
2,4.86,13.74,0,2,3.02,40
0,4.75,5.87,1,0,3.74,23
0,5.03,18.76,1,2,5.03,43
1,4.66,15.22,0,2,4.73,43
2,3.75,6.35,1,2,6.59,32
2,15.89,2.88,0,1,5.57,35
1,27.62,12.76,1,0,3.19,32
2,38.66,7.78,0,0,7.13,40
0,28.91,7.03,0,0,1.65,40
1,22.27,13.44,1,0,5.74,33
0,14.69,14.1,1,1,6.34,34
2,26.44,17.72,1,2,2.37,37
1,16.39,12.36,1,2,3.41,34
0,19.23,12.42,0,0,4.42,34
1,9.16,3.23,0,2,3.36,39
1,26.55,5.94,0,0,6.04,44
1,4.69,13.37,0,0,3.26,35
1,12.51,15.14,1,0,5.1,31
1,33.14,12.59,1,0,5.43,36
0,30.9,3.52,1,2,1.67,39
2,18.31,2.36,1,2,7.15,30
0,19.59,11.11,1,1,6.26,34
0,39.28,2.66,0,2,1.54,47
2,5.18,6.22,0,1,6.09,37
1,22.07,12.23,1,0,7.26,31
1,5.9,14.41,0,1,5.06,42
2,38.36,8.32,0,0,6.47,40
2,10.52,12.54,0,1,2.22,34
1,37.7,3.93,1,1,3.48,39
2,27.28,7.65,1,2,6.17,34
0,12.98,8.45,0,1,6.8,39
2,10.06,11.49,1,0,2.7,21
1,37.85,8.49,0,1,5.3,52
0,13.59,16.74,1,0,3.24,31
0,21.48,13.19,0,1,6.11,42
1,23.76,3.68,0,0,5.02,39
0,39.4,18.04,0,2,2.75,55
1,1.47,8.52,0,0,2.86,32
1,26.53,19.55,0,2,7.65,63
1,37.49,18.82,1,1,1.34,51
2,15.6,19.35,1,1,7.57,38
1,20.85,2.52,1,0,7.26,30
2,3.51,19.68,0,2,5.68,53
2,4.55,19.99,1,2,5.81,44
1,15.85,9.48,1,1,2.33,29
1,23.86,17.16,1,0,7.52,37
2,12.35,7.17,0,2,1.93,37
2,38.66,14.19,0,1,2.55,42
1,36.49,12.85,0,1,1.43,49
2,9.49,16.59,0,0,2.61,37
0,19.83,16.37,1,0,6.69,39
1,31.91,5.77,1,0,2.1,31
1,23.37,12.74,0,0,0.62,32
2,26.86,3.79,1,0,2.81,23
2,0.5,4.31,1,0,4.21,21
2,20.74,17.93,0,2,7.82,46
1,3.1,10.43,0,2,6.5,43
1,4.42,14.94,1,1,4.16,29
0,29.41,7.76,0,2,0.68,44
0,20.49,2.8,0,1,1.86,37
1,22.66,13.93,0,2,6.95,49
1,17.61,2.34,1,1,5.53,33
2,27.85,10.54,1,1,2.41,26
0,16.99,15.25,0,2,3.09,44
2,1.8,4.54,1,1,4.76,24
1,36.53,8.98,0,1,2.46,48
2,38.23,2.07,0,2,1.3,43
1,26.12,3.22,1,1,1.16,34
2,36.35,3.74,1,2,0.57,30
1,10.18,4.41,0,2,4.15,39
2,32.42,19.86,0,0,0.9,40
0,3.43,11.4,1,1,5.7,31
2,36.61,19.5,1,2,3.9,46
1,14.42,6.14,1,2,4.94,30
1,30.76,18.69,1,2,7.09,54
2,17.84,5.36,0,0,7.68,32
0,39.76,14.09,1,1,4.09,38
1,13.85,13.27,0,0,7.83,39
1,31.07,19.2,1,1,2.86,46
0,29.48,9.67,1,0,4.11,32
2,10.45,2.51,0,2,5.35,41
0,13.81,19.06,1,2,2.01,38
1,39.34,6.67,1,2,5.85,47
1,33.27,12.43,0,2,2.61,48
2,17.65,2.44,1,0,7.65,23
2,16.46,6.16,0,2,4.16,35
1,29.52,7.99,1,2,1.11,38
0,16.03,4.49,0,1,2.18,37
2,25.66,12.67,1,0,6.92,28
0,39.84,4.32,1,2,1.55,39
2,15.04,4.47,0,0,6.52,32
1,8.1,15.67,1,2,6.04,38
1,26.64,2.45,1,1,3.66,34
1,31.72,8.5,0,1,3.4,43
1,23.5,10.93,1,2,7.04,37
0,34.47,16.86,0,2,4.39,55
2,13.52,16.31,0,0,5.74,41
0,23.67,10.5,0,2,4.44,41
1,6.7,11.47,1,2,6.3,34
2,29.31,8.92,0,0,6.68,36
2,2.32,5.94,1,1,4.59,24
2,24.38,11.12,0,2,7.43,39
1,23.39,15.71,1,1,0.62,29
1,38.6,19.67,0,2,3.98,64
1,24.31,8.65,0,0,0.7,31
2,1.63,18.19,1,2,5.5,44
2,0.74,10.17,1,0,4.16,21
0,14.78,8.14,1,2,6.0,35
0,0.62,19.94,1,0,5.63,36
2,30.81,5.14,0,1,7.12,39
2,4.09,16.99,1,0,1.61,28
0,36.53,6.74,0,1,2.68,43
1,37.27,19.15,1,1,2.31,51
1,33.24,6.79,1,2,1.1,38
1,30.55,13.72,0,0,6.44,47
2,18.57,12.68,0,0,0.54,25
2,24.96,13.03,1,1,5.79,29
2,13.32,17.4,1,1,3.74,31
1,8.35,12.26,0,0,7.17,37
1,3.15,9.4,1,1,3.89,26
1,28.28,8.8,0,1,1.62,43
0,19.78,5.96,0,2,6.17,46
2,32.25,18.71,1,2,4.29,42
0,28.63,9.6,1,2,3.6,39
1,38.1,12.8,0,0,4.98,46
1,39.65,15.07,1,2,2.71,47
1,9.05,19.89,1,0,4.95,35
2,19.6,2.6,1,2,3.46,26
0,3.88,16.59,0,2,7.96,51
2,18.79,11.63,0,1,4.59,31
1,8.2,11.22,0,0,2.59,32
2,20.17,8.75,0,2,6.45,39
1,24.84,12.51,1,1,6.47,34
1,3.85,15.22,0,0,7.48,40
1,9.33,18.11,0,1,3.28,47
1,0.81,14.91,0,1,3.99,38
2,12.65,4.58,1,1,6.66,28
0,29.3,6.74,1,0,5.21,37
0,33.87,19.07,1,0,3.18,40
1,1.08,12.18,1,1,3.44,27
1,1.69,12.75,1,1,1.96,27
1,28.9,2.26,1,2,5.29,42
1,19.31,8.86,1,1,6.24,33
0,16.68,5.31,0,2,2.69,41
2,24.37,8.3,1,2,1.64,26
0,23.71,4.4,0,0,2.18,34
2,25.56,8.23,1,1,3.76,26
1,3.36,15.56,1,0,6.02,31
0,38.57,5.09,1,0,7.02,37
1,0.47,8.15,1,0,7.9,27
1,22.58,5.15,1,1,2.32,29
0,0.64,9.39,0,0,1.59,31
1,33.64,8.6,0,1,5.03,47
1,13.15,2.75,0,0,3.59,32
2,9.05,6.38,1,0,1.92,21
0,17.01,6.48,1,2,3.14,33
1,18.19,2.35,1,1,2.08,29
1,22.28,5.84,1,1,2.35,29
1,22.68,8.99,1,1,1.41,29
1,33.56,17.93,1,2,3.97,45
2,17.16,7.28,1,1,6.92,26
2,24.42,17.53,1,0,5.59,30
1,10.1,12.82,0,0,2.94,33
2,22.81,4.96,0,0,3.63,28
2,24.08,4.02,1,1,1.17,22
1,24.22,14.07,1,1,1.4,32
2,39.77,19.99,0,1,6.92,55
2,30.98,9.57,0,1,3.82,35
2,22.67,13.87,1,1,6.78,29
1,4.35,8.71,1,0,5.13,27
2,35.78,17.06,0,1,0.62,42
1,11.13,8.41,1,2,1.59,30
0,34.1,2.41,1,2,3.42,39
2,34.9,10.01,1,1,1.67,26
0,39.82,5.16,0,2,4.32,47
0,2.2,12.31,0,2,1.3,38
1,9.12,3.19,0,2,0.62,35
1,24.58,16.31,0,2,0.63,45
2,39.87,3.39,1,1,4.65,30
0,34.74,10.41,0,2,6.61,52
1,21.69,17.89,0,0,3.45,42
1,2.07,6.52,1,1,5.25,30
2,19.13,7.74,1,2,2.12,26
0,27.84,14.48,0,2,1.64,50
2,21.45,3.32,0,2,5.08,39
0,23.69,2.14,1,2,7.14,38
1,36.81,18.52,0,2,5.89,68
2,32.0,2.96,1,1,7.08,30
0,35.39,4.16,1,0,1.11,32
1,0.3,5.36,1,0,2.16,23
1,12.4,17.66,0,1,1.48,42
1,30.48,10.0,1,1,1.42,34
0,1.41,8.33,1,2,2.13,30
2,17.84,16.33,0,0,4.1,35
2,21.42,11.5,0,2,7.11,39
2,8.48,13.74,1,0,0.76,20
2,7.2,7.81,0,1,4.55,33
1,26.42,19.55,0,0,4.47,52
0,15.59,18.86,1,0,2.19,34
1,0.01,4.14,0,1,3.76,35
1,34.8,13.14,1,2,7.99,45
1,25.28,18.09,1,1,2.39,46
1,10.25,15.92,1,2,5.04,38
2,24.06,5.64,0,0,2.41,28
2,0.92,17.12,0,2,2.17,44
1,24.34,5.54,1,0,7.79,30
1,1.15,10.28,1,0,3.77,23
